gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,associate's degree,standard,none,54,50,53
female,group A,high school,free/reduced,completed,74,81,84
male,group A,some high school,standard,none,75,61,59
female,group A,bachelor's degree,free/reduced,completed,73,81,87
female,group E,master's degree,standard,none,80,79,82
female,group C,some high school,standard,completed,83,94,92
female,group C,high school,free/reduced,completed,60,65,64
female,group D,associate's degree,standard,completed,96,100,100
male,group D,high school,standard,none,94,79,78
female,group D,high school,standard,completed,72,74,78
male,group D,some college,standard,none,64,59,57
female,group C,associate's degree,free/reduced,completed,59,75,77
female,group C,bachelor's degree,standard,none,58,70,69
male,group E,some high school,free/reduced,none,68,62,60
male,group D,high school,standard,completed,69,62,68
male,group D,some college,standard,none,80,72,63
female,group B,some college,standard,completed,92,100,93
female,group E,some college,free/reduced,completed,64,66,72
female,group E,some college,free/reduced,completed,90,98,100
male,group C,some high school,standard,none,49,50,45
female,group A,some high school,standard,none,62,70,64
male,group B,high school,standard,completed,96,92,91
female,group E,associate's degree,free/reduced,none,77,83,82
male,group B,some college,free/reduced,none,30,34,31
male,group C,some college,free/reduced,completed,70,67,66
female,group E,associate's degree,free/reduced,none,71,72,70
female,group C,some high school,standard,none,58,80,75
male,group D,associate's degree,free/reduced,none,55,62,57
male,group E,some college,free/reduced,none,79,73,68
male,group D,some college,free/reduced,none,68,76,67
male,group C,high school,standard,none,90,83,78
female,group B,high school,standard,none,61,66,60
female,group C,bachelor's degree,free/reduced,none,19,34,33
male,group C,some high school,free/reduced,none,61,57,51
female,group C,associate's degree,standard,completed,63,67,72
female,group B,some high school,standard,completed,44,57,55
male,group C,some high school,standard,none,50,40,38
male,group D,associate's degree,standard,none,74,68,70
female,group C,some college,standard,completed,71,79,78
male,group C,associate's degree,standard,none,94,94,88
female,group E,some college,free/reduced,none,63,75,75
male,group A,associate's degree,free/reduced,none,56,57,51
female,group E,some college,standard,completed,94,98,96
male,group D,some high school,free/reduced,none,38,39,36
male,group D,some college,free/reduced,none,51,50,44
female,group E,high school,standard,none,66,73,73
male,group C,master's degree,standard,completed,82,79,85
female,group B,master's degree,standard,none,71,82,78
male,group D,associate's degree,free/reduced,completed,57,59,64
female,group B,associate's degree,standard,completed,57,77,75
male,group C,bachelor's degree,standard,none,83,74,74
female,group C,bachelor's degree,free/reduced,none,48,71,70
female,group C,high school,standard,none,69,72,70
female,group C,some high school,standard,none,78,89,81
male,group E,associate's degree,standard,none,79,75,71
male,group D,high school,standard,completed,77,71,73
female,group E,high school,standard,none,75,70,75
female,group B,some high school,standard,none,29,53,50
male,group A,associate's degree,standard,completed,71,58,62
male,group D,associate's degree,standard,completed,100,98,100
female,group C,some college,free/reduced,none,60,70,65
male,group D,some college,free/reduced,none,48,48,45
male,group D,some college,standard,completed,89,89,84
male,group E,master's degree,free/reduced,none,68,61,57
male,group B,some high school,standard,completed,75,64,65
female,group D,associate's degree,standard,none,91,99,100
male,group C,high school,standard,none,69,61,65
female,group B,bachelor's degree,standard,completed,83,99,100
male,group C,bachelor's degree,free/reduced,none,63,70,63
male,group B,master's degree,standard,none,76,70,71
female,group E,high school,standard,completed,93,92,100
male,group E,some college,free/reduced,none,77,71,64
male,group E,associate's degree,free/reduced,none,71,62,62
female,group C,some high school,standard,none,51,55,53
female,group C,high school,free/reduced,none,66,72,76
male,group A,some high school,standard,none,63,59,58
female,group B,associate's degree,standard,none,82,87,89
male,group C,high school,standard,none,61,53,48
female,group D,associate's degree,free/reduced,completed,62,73,75
male,group B,some high school,standard,none,65,67,63
female,group D,associate's degree,standard,none,58,68,65
male,group C,some high school,standard,none,97,83,77
male,group B,associate's degree,standard,completed,93,87,87
female,group D,some college,free/reduced,none,47,55,56
male,group E,some high school,standard,none,85,86,73
male,group C,some high school,standard,completed,47,58,58
female,group C,high school,free/reduced,completed,62,78,76
male,group D,master's degree,standard,none,96,95,95
female,group E,associate's degree,standard,none,86,100,95
male,group D,some high school,standard,completed,51,47,45
female,group C,associate's degree,standard,none,61,67,64
female,group C,some college,standard,none,47,56,52
female,group A,some college,standard,completed,86,96,92
male,group C,associate's degree,standard,none,74,65,62
female,group D,some high school,standard,completed,59,69,72
female,group C,high school,free/reduced,none,68,78,76
male,group D,high school,standard,none,85,89,84
male,group B,high school,standard,none,51,52,45
female,group A,associate's degree,free/reduced,none,61,57,58
male,group C,high school,standard,completed,63,61,59
female,group B,high school,standard,none,35,60,58
male,group B,some college,free/reduced,completed,78,73,76
female,group D,some college,standard,completed,51,60,64
female,group D,associate's degree,free/reduced,completed,52,64,69
male,group D,some college,standard,none,44,52,49
female,group D,some high school,free/reduced,none,22,44,36
male,group E,high school,standard,none,76,81,77
female,group E,some high school,free/reduced,none,47,61,58
female,group E,high school,free/reduced,completed,78,88,86
male,group C,some high school,standard,none,64,55,56
male,group D,some high school,standard,none,88,88,81
female,group C,master's degree,free/reduced,none,67,83,86
male,group C,bachelor's degree,free/reduced,completed,52,67,62
male,group C,some high school,standard,completed,88,82,78
female,group C,some college,free/reduced,none,46,51,46
female,group C,bachelor's degree,free/reduced,completed,58,74,76
male,group C,bachelor's degree,standard,none,62,68,69
female,group D,some college,free/reduced,none,79,85,90
male,group B,high school,free/reduced,none,58,46,50
male,group D,some high school,standard,none,83,69,70
female,group C,associate's degree,standard,completed,80,84,81
female,group E,associate's degree,standard,completed,73,75,77
female,group D,high school,free/reduced,none,70,74,82
female,group E,associate's degree,standard,none,87,94,92
male,group E,bachelor's degree,standard,none,57,58,56
female,group D,some college,standard,completed,74,82,90
female,group B,bachelor's degree,standard,none,78,85,76
male,group D,associate's degree,free/reduced,none,74,61,60
female,group B,bachelor's degree,standard,completed,36,49,50
male,group E,some high school,standard,none,83,67,65
male,group C,some college,standard,none,33,35,33
female,group D,high school,standard,none,68,82,77
male,group D,some college,standard,none,79,79,83
female,group D,bachelor's degree,free/reduced,completed,87,97,100
female,group B,high school,free/reduced,none,49,67,64
female,group C,some college,standard,none,62,65,65
male,group E,associate's degree,standard,none,43,34,27
male,group C,high school,standard,none,37,36,33
female,group E,some high school,standard,completed,64,69,66
male,group B,high school,standard,none,40,38,35
female,group E,bachelor's degree,free/reduced,none,70,83,77
male,group C,some college,standard,none,57,47,46
male,group D,high school,free/reduced,none,74,80,73
male,group D,associate's degree,standard,none,71,71,72
female,group B,some college,standard,none,74,83,83
female,group B,master's degree,free/reduced,completed,62,75,80
female,group C,some college,free/reduced,completed,77,85,80
female,group E,master's degree,free/reduced,none,46,63,62
female,group B,some college,standard,completed,74,98,94
male,group A,high school,standard,completed,51,38,40
female,group C,associate's degree,free/reduced,none,75,82,79
male,group C,high school,free/reduced,completed,46,56,53
male,group B,some college,standard,none,97,85,83
female,group B,associate's degree,standard,completed,82,93,100
female,group C,high school,standard,none,71,79,84
male,group C,bachelor's degree,standard,none,75,70,76
female,group D,bachelor's degree,free/reduced,completed,68,80,84
